"Site","Site.name","Reef.name","SampleYear","Genotype","Tank","Treatment","Site_Rack","Site_Rack_Year","Site_year","Site_geno_year","Collection.date","Type","Qualityscore","PAM_date","PAM_time","F1","F2","F3","Fm.1","Fm.2","Fm.3","Y.II.1","Y.II.2","Y.II.3","Y.II.mean","Y.II.sd","F0mean","FMmean","file","Site_year_tank","meanTemp_hold","meanTemp_hold_corr","eventID"
"Moore","Moore","Moore",2021,387,9,"MMM","Moore_553","Moore_553_2021","Moore_2021","Moore_387_2021","2021-05-07","Seasim",0,"08.05.21","22:25:04",0.1505,0.1333,0.1348,0.4,0.3794,0.3814,0.624,0.649,0.647,0.64,0.0138924439894498,0.139533333333333,0.386933333333333,"../RawData/PAM/2021/Moore_553.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_387"
"Moore","Moore","Moore",2021,388,9,"MMM","Moore_554","Moore_554_2021","Moore_2021","Moore_388_2021","2021-05-07","Seasim",0,"08.05.21","22:25:04",0.1858,0.2152,0.2064,0.5103,0.5804,0.5647,0.636,0.629,0.635,0.633333333333333,0.00378593889720019,0.202466666666667,0.5518,"../RawData/PAM/2021/Moore_554.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_388"
"Moore","Moore","Moore",2021,389,9,"MMM","Moore_555","Moore_555_2021","Moore_2021","Moore_389_2021","2021-05-07","Seasim",0,"08.05.21","22:25:04",0.1279,0.177,0.175,0.3319,0.4819,0.4809,0.614,0.633,0.636,0.627666666666667,0.0119303534454489,0.159966666666667,0.431566666666667,"../RawData/PAM/2021/Moore_555.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_389"
"Moore","Moore","Moore",2021,390,9,"MMM","Moore_556","Moore_556_2021","Moore_2021","Moore_390_2021","2021-05-07","Seasim",0,"08.05.21","22:25:04",0.2201,0.2294,0.2275,0.6191,0.649,0.6451,0.644,0.647,0.647,0.646,0.00173205080756888,0.225666666666667,0.637733333333333,"../RawData/PAM/2021/Moore_556.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_390"
"Moore","Moore","Moore",2021,391,9,"MMM","Moore_825","Moore_825_2021","Moore_2021","Moore_391_2021","2021-05-07","Seasim",0,"08.05.21","22:26:27",0.149,0.1456,0.1755,0.4304,0.4265,0.5118,0.654,0.659,0.657,0.656666666666667,0.00251661147842359,0.1567,0.456233333333333,"../RawData/PAM/2021/Moore_825.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_391"
"Moore","Moore","Moore",2021,392,9,"MMM","Moore_826","Moore_826_2021","Moore_2021","Moore_392_2021","2021-05-07","Seasim",0,"08.05.21","22:26:27",0.1618,0.1784,0.2147,0.4505,0.5015,0.6049,0.641,0.644,0.645,0.643333333333333,0.00208166599946613,0.184966666666667,0.518966666666667,"../RawData/PAM/2021/Moore_826.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_392"
"Moore","Moore","Moore",2021,393,9,"MMM","Moore_827","Moore_827_2021","Moore_2021","Moore_393_2021","2021-05-07","Seasim",0,"08.05.21","22:26:27",0.1564,0.177,0.2029,0.4436,0.4936,0.5588,0.648,0.642,0.637,0.642333333333333,0.00550757054728611,0.178766666666667,0.498666666666667,"../RawData/PAM/2021/Moore_827.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_393"
"Moore","Moore","Moore",2021,394,9,"MMM","Moore_828","Moore_828_2021","Moore_2021","Moore_394_2021","2021-05-07","Seasim",0,"08.05.21","22:26:27",0.1975,0.2426,0.2103,0.5235,0.6583,0.5877,0.623,0.631,0.642,0.632,0.00953939201416946,0.2168,0.589833333333333,"../RawData/PAM/2021/Moore_828.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_394"
"Moore","Moore","Moore",2021,395,9,"MMM","Moore_725","Moore_725_2021","Moore_2021","Moore_395_2021","2021-05-07","Seasim",0,"08.05.21","22:25:32",0.1343,0.1392,0.1441,0.3926,0.4098,0.4167,0.658,0.66,0.654,0.657333333333333,0.0030550504633039,0.1392,0.406366666666667,"../RawData/PAM/2021/Moore_725.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_395"
"Moore","Moore","Moore",2021,396,9,"MMM","Moore_726","Moore_726_2021","Moore_2021","Moore_396_2021","2021-05-07","Seasim",0,"08.05.21","22:25:32",0.2059,0.227,0.2412,0.5529,0.6132,0.6603,0.628,0.63,0.635,0.631,0.00360555127546399,0.2247,0.6088,"../RawData/PAM/2021/Moore_726.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_396"
"Moore","Moore","Moore",2021,397,9,"MMM","Moore_727","Moore_727_2021","Moore_2021","Moore_397_2021","2021-05-07","Seasim",0,"08.05.21","22:25:32",0.2225,0.1912,0.1931,0.6299,0.549,0.5132,0.647,0.652,0.624,0.641,0.0149331845230681,0.202266666666667,0.564033333333333,"../RawData/PAM/2021/Moore_727.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_397"
"Moore","Moore","Moore",2021,398,9,"MMM","Moore_728","Moore_728_2021","Moore_2021","Moore_398_2021","2021-05-07","Seasim",0,"08.05.21","22:25:32",0.2176,0.2422,0.2407,0.5936,0.6593,0.651,0.633,0.633,0.63,0.632,0.00173205080756888,0.2335,0.634633333333333,"../RawData/PAM/2021/Moore_728.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_398"
"Moore","Moore","Moore",2021,399,9,"MMM","Moore_273","Moore_273_2021","Moore_2021","Moore_399_2021","2021-05-07","Seasim",0,"08.05.21","22:23:52",0.2446,0.1686,0.1368,0.6324,0.4534,0.374,0.613,0.628,0.634,0.625,0.010816653826392,0.183333333333333,0.4866,"../RawData/PAM/2021/Moore_273.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_399"
"Moore","Moore","Moore",2021,400,9,"MMM","Moore_274","Moore_274_2021","Moore_2021","Moore_400_2021","2021-05-07","Seasim",0,"08.05.21","22:23:52",0.2172,0.2971,0.2735,0.5206,0.7044,0.6701,0.583,0.578,0.592,0.584333333333333,0.00709459888459759,0.2626,0.6317,"../RawData/PAM/2021/Moore_274.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_400"
"Moore","Moore","Moore",2021,401,9,"MMM","Moore_275","Moore_275_2021","Moore_2021","Moore_401_2021","2021-05-07","Seasim",0,"08.05.21","22:23:52",0.1814,0.2118,0.2186,0.4662,0.5191,0.5343,0.611,0.592,0.591,0.598,0.0112694276695847,0.203933333333333,0.506533333333333,"../RawData/PAM/2021/Moore_275.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_401"
"Moore","Moore","Moore",2021,402,9,"MMM","Moore_276","Moore_276_2021","Moore_2021","Moore_402_2021","2021-05-07","Seasim",0,"08.05.21","22:23:52",0.1848,0.2392,0.2946,0.4549,0.5892,0.7,0.594,0.594,0.579,0.589,0.00866025403784439,0.239533333333333,0.581366666666667,"../RawData/PAM/2021/Moore_276.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_402"
"Moore","Moore","Moore",2021,403,9,"MMM","Moore_413","Moore_413_2021","Moore_2021","Moore_403_2021","2021-05-07","Seasim",0,"08.05.21","22:25:19",0.1338,0.1676,0.1412,0.3637,0.4578,0.401,0.632,0.634,0.648,0.638,0.00871779788708136,0.147533333333333,0.4075,"../RawData/PAM/2021/Moore_413.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_403"
"Moore","Moore","Moore",2021,404,9,"MMM","Moore_414","Moore_414_2021","Moore_2021","Moore_404_2021","2021-05-07","Seasim",0,"08.05.21","22:25:19",0.2108,0.2412,0.2304,0.5515,0.6348,0.5936,0.618,0.62,0.612,0.616666666666667,0.00416333199893227,0.227466666666667,0.5933,"../RawData/PAM/2021/Moore_414.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_404"
"Moore","Moore","Moore",2021,405,9,"MMM","Moore_415","Moore_415_2021","Moore_2021","Moore_405_2021","2021-05-07","Seasim",0,"08.05.21","22:25:19",0.1353,0.1922,0.1946,0.3299,0.4922,0.5088,0.59,0.61,0.618,0.606,0.014422205101856,0.174033333333333,0.443633333333333,"../RawData/PAM/2021/Moore_415.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_405"
"Moore","Moore","Moore",2021,406,9,"MMM","Moore_416","Moore_416_2021","Moore_2021","Moore_406_2021","2021-05-07","Seasim",0,"08.05.21","22:25:19",0.2574,0.2554,0.2593,0.6716,0.6475,0.6446,0.617,0.606,0.598,0.607,0.00953939201416946,0.257366666666667,0.654566666666667,"../RawData/PAM/2021/Moore_416.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_406"
"Moore","Moore","Moore",2021,407,9,"MMM","Moore_997","Moore_997_2021","Moore_2021","Moore_407_2021","2021-05-07","Seasim",0,"08.05.21","22:24:35",0.1578,0.1569,0.1471,0.5304,0.5167,0.4828,0.702,0.696,0.695,0.697666666666667,0.00378593889720019,0.153933333333333,0.509966666666667,"../RawData/PAM/2021/Moore_997.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_407"
"Moore","Moore","Moore",2021,408,9,"MMM","Moore_998","Moore_998_2021","Moore_2021","Moore_408_2021","2021-05-07","Seasim",0,"08.05.21","22:24:35",0.1686,0.2059,0.2118,0.5583,0.6721,0.6701,0.698,0.694,0.684,0.692,0.00721110255092792,0.195433333333333,0.6335,"../RawData/PAM/2021/Moore_998.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_408"
"Moore","Moore","Moore",2021,410,9,"MMM","Moore_1000","Moore_1000_2021","Moore_2021","Moore_410_2021","2021-05-07","Seasim",0,"08.05.21","22:24:35",0.1676,0.2176,0.223,0.5191,0.699,0.7392,0.677,0.689,0.698,0.688,0.0105356537528527,0.202733333333333,0.652433333333333,"../RawData/PAM/2021/Moore_1000.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_410"
"Moore","Moore","Moore",2021,411,9,"MMM","Moore_689","Moore_689_2021","Moore_2021","Moore_411_2021","2021-05-07","Seasim",0,"08.05.21","22:24:22",0.1725,0.1598,0.1706,0.4549,0.427,0.4534,0.621,0.626,0.624,0.623666666666667,0.00251661147842359,0.167633333333333,0.4451,"../RawData/PAM/2021/Moore_689.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_411"
"Moore","Moore","Moore",2021,412,9,"MMM","Moore_690","Moore_690_2021","Moore_2021","Moore_412_2021","2021-05-07","Seasim",0,"08.05.21","22:24:22",0.2426,0.2397,0.2495,0.6304,0.6074,0.6407,0.615,0.605,0.611,0.610333333333333,0.00503322295684717,0.243933333333333,0.626166666666667,"../RawData/PAM/2021/Moore_690.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_412"
"Moore","Moore","Moore",2021,413,9,"MMM","Moore_691","Moore_691_2021","Moore_2021","Moore_413_2021","2021-05-07","Seasim",0,"08.05.21","22:24:22",0.2377,0.2152,0.2564,0.5328,0.4897,0.5902,0.554,0.561,0.566,0.560333333333333,0.00602771377334166,0.236433333333333,0.537566666666667,"../RawData/PAM/2021/Moore_691.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_413"
"Moore","Moore","Moore",2021,414,9,"MMM","Moore_692","Moore_692_2021","Moore_2021","Moore_414_2021","2021-05-07","Seasim",0,"08.05.21","22:24:22",0.2127,0.2196,0.2314,0.5216,0.5426,0.5608,0.592,0.595,0.587,0.591333333333333,0.00404145188432738,0.221233333333333,0.541666666666667,"../RawData/PAM/2021/Moore_692.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_414"
"Moore","Moore","Moore",2021,415,9,"MMM","Moore_525","Moore_525_2021","Moore_2021","Moore_415_2021","2021-05-07","Seasim",0,"08.05.21","22:23:24",0.1691,0.1779,0.1412,0.4353,0.4559,0.3824,0.611,0.61,0.631,0.617333333333333,0.0118462370959446,0.162733333333333,0.424533333333333,"../RawData/PAM/2021/Moore_525.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_415"
"Moore","Moore","Moore",2021,416,9,"MMM","Moore_526","Moore_526_2021","Moore_2021","Moore_416_2021","2021-05-07","Seasim",0,"08.05.21","22:23:24",0.1946,0.226,0.2289,0.4922,0.5745,0.5848,0.605,0.607,0.609,0.607,0.002,0.2165,0.5505,"../RawData/PAM/2021/Moore_526.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_416"
"Moore","Moore","Moore",2021,417,9,"MMM","Moore_527","Moore_527_2021","Moore_2021","Moore_417_2021","2021-05-07","Seasim",0,"08.05.21","22:23:24",0.1642,0.2098,0.2088,0.4118,0.527,0.5186,0.601,0.602,0.597,0.6,0.00264575131106459,0.194266666666667,0.4858,"../RawData/PAM/2021/Moore_527.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_417"
"Moore","Moore","Moore",2021,418,9,"MMM","Moore_528","Moore_528_2021","Moore_2021","Moore_418_2021","2021-05-07","Seasim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moore_2021_9",28.95722222,29.15222222,"Ahya_418"
"Moore","Moore","Moore",2021,419,9,"MMM","Moore_669","Moore_669_2021","Moore_2021","Moore_419_2021","2021-05-07","Seasim",0,"08.05.21","22:25:44",0.1902,0.1814,0.1667,0.6157,0.5966,0.4853,0.691,0.696,0.657,0.681333333333333,0.021221058723196,0.179433333333333,0.565866666666667,"../RawData/PAM/2021/Moore_669.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_419"
"Moore","Moore","Moore",2021,420,9,"MMM","Moore_670","Moore_670_2021","Moore_2021","Moore_420_2021","2021-05-07","Seasim",0,"08.05.21","22:25:44",0.2025,0.2069,0.2466,0.574,0.5691,0.6681,0.647,0.637,0.631,0.638333333333333,0.00808290376865477,0.218666666666667,0.603733333333333,"../RawData/PAM/2021/Moore_670.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_420"
"Moore","Moore","Moore",2021,421,9,"MMM","Moore_671","Moore_671_2021","Moore_2021","Moore_421_2021","2021-05-07","Seasim",0,"08.05.21","22:25:44",0.1814,0.2015,0.1956,0.5078,0.5299,0.5265,0.643,0.62,0.628,0.630333333333333,0.0116761865920913,0.192833333333333,0.5214,"../RawData/PAM/2021/Moore_671.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_421"
"Moore","Moore","Moore",2021,422,9,"MMM","Moore_672","Moore_672_2021","Moore_2021","Moore_422_2021","2021-05-07","Seasim",0,"08.05.21","22:25:44",0.2186,0.2353,0.2353,0.6078,0.6931,0.6113,0.64,0.661,0.615,0.638666666666667,0.0230289672658879,0.229733333333333,0.6374,"../RawData/PAM/2021/Moore_672.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_422"
"Moore","Moore","Moore",2021,423,9,"MMM","Moore_949","Moore_949_2021","Moore_2021","Moore_423_2021","2021-05-07","Seasim",0,"08.05.21","22:26:10",0.2186,0.1466,0.1544,0.6613,0.4529,0.4578,0.669,0.676,0.663,0.669333333333333,0.00650640709864772,0.1732,0.524,"../RawData/PAM/2021/Moore_949.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_423"
"Moore","Moore","Moore",2021,424,9,"MMM","Moore_950","Moore_950_2021","Moore_2021","Moore_424_2021","2021-05-07","Seasim",0,"08.05.21","22:26:10",0.1799,0.2074,0.226,0.5127,0.5657,0.625,0.649,0.633,0.638,0.64,0.00818535277187246,0.204433333333333,0.5678,"../RawData/PAM/2021/Moore_950.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_424"
"Moore","Moore","Moore",2021,425,9,"MMM","Moore_951","Moore_951_2021","Moore_2021","Moore_425_2021","2021-05-07","Seasim",0,"08.05.21","22:26:10",0.1402,0.1627,0.1721,0.3824,0.448,0.4696,0.633,0.637,0.634,0.634666666666667,0.00208166599946613,0.158333333333333,0.433333333333333,"../RawData/PAM/2021/Moore_951.csv","Moore_2021_9",28.95722222,29.15222222,"Ahya_425"
"Moore","Moore","Moore",2021,375,13,"MMM","Moore_445","Moore_445_2021","Moore_2021","Moore_375_2021","2021-05-07","Seasim",0,"08.05.21","22:28:09",0.1397,0.1696,0.1338,0.3549,0.4333,0.348,0.606,0.609,0.615,0.61,0.00458257569495584,0.1477,0.378733333333333,"../RawData/PAM/2021/Moore_445.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_375"
"Moore","Moore","Moore",2021,376,13,"MMM","Moore_446","Moore_446_2021","Moore_2021","Moore_376_2021","2021-05-07","Seasim",0,"08.05.21","22:28:09",0.1858,0.2176,0.2255,0.4578,0.5294,0.5422,0.594,0.589,0.584,0.589,0.005,0.209633333333333,0.5098,"../RawData/PAM/2021/Moore_446.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_376"
"Moore","Moore","Moore",2021,377,13,"MMM","Moore_447","Moore_447_2021","Moore_2021","Moore_377_2021","2021-05-07","Seasim",0,"08.05.21","22:28:09",0.1735,0.1946,0.2196,0.4397,0.4828,0.55,0.605,0.597,0.601,0.601,0.004,0.1959,0.490833333333333,"../RawData/PAM/2021/Moore_447.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_377"
"Moore","Moore","Moore",2021,378,13,"MMM","Moore_448","Moore_448_2021","Moore_2021","Moore_378_2021","2021-05-07","Seasim",0,"08.05.21","22:28:09",0.201,0.227,0.2319,0.3961,0.5627,0.5623,0.493,0.597,0.588,0.559333333333333,0.0576223336331785,0.219966666666667,0.507033333333333,"../RawData/PAM/2021/Moore_448.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_378"
"Moore","Moore","Moore",2021,379,13,"MMM","Moore_1053","Moore_1053_2021","Moore_2021","Moore_379_2021","2021-05-07","Seasim",0,"08.05.21","22:28:48",0.1078,0.1461,0.1289,0.2863,0.3877,0.3505,0.623,0.623,0.632,0.626,0.00519615242270664,0.1276,0.3415,"../RawData/PAM/2021/Moore_1053.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_379"
"Moore","Moore","Moore",2021,380,13,"MMM","Moore_1054","Moore_1054_2021","Moore_2021","Moore_380_2021","2021-05-07","Seasim",0,"08.05.21","22:28:48",0.1485,0.2554,0.2176,0.3765,0.6172,0.5314,0.605,0.586,0.59,0.593666666666667,0.0100166528008778,0.207166666666667,0.508366666666667,"../RawData/PAM/2021/Moore_1054.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_380"
"Moore","Moore","Moore",2021,381,13,"MMM","Moore_1055","Moore_1055_2021","Moore_2021","Moore_381_2021","2021-05-07","Seasim",0,"08.05.21","22:28:48",0.1436,0.1706,0.1613,0.3549,0.4167,0.4049,0.595,0.591,0.602,0.596,0.00556776436283003,0.1585,0.392166666666667,"../RawData/PAM/2021/Moore_1055.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_381"
"Moore","Moore","Moore",2021,382,13,"MMM","Moore_1056","Moore_1056_2021","Moore_2021","Moore_382_2021","2021-05-07","Seasim",0,"08.05.21","22:28:48",0.1946,0.1828,0.1931,0.4902,0.4686,0.4941,0.603,0.61,0.609,0.607333333333333,0.00378593889720019,0.190166666666667,0.4843,"../RawData/PAM/2021/Moore_1056.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_382"
"Moore","Moore","Moore",2021,383,13,"MMM","Moore_1017","Moore_1017_2021","Moore_2021","Moore_383_2021","2021-05-07","Seasim",0,"08.05.21","22:31:10",0.1696,0.1799,0.1397,0.4304,0.4696,0.3765,0.606,0.617,0.629,0.617333333333333,0.0115036226178249,0.163066666666667,0.4255,"../RawData/PAM/2021/Moore_1017.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_383"
"Moore","Moore","Moore",2021,384,13,"MMM","Moore_1018","Moore_1018_2021","Moore_2021","Moore_384_2021","2021-05-07","Seasim",0,"08.05.21","22:31:10",0.2289,0.224,0.2422,0.5716,0.5525,0.5843,0.599,0.594,0.586,0.593,0.00655743852430201,0.2317,0.569466666666667,"../RawData/PAM/2021/Moore_1018.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_384"
"Moore","Moore","Moore",2021,385,13,"MMM","Moore_1019","Moore_1019_2021","Moore_2021","Moore_385_2021","2021-05-07","Seasim",0,"08.05.21","22:31:10",0.1907,0.1789,0.1578,0.4343,0.4436,0.4039,0.561,0.597,0.609,0.589,0.0249799919935936,0.1758,0.427266666666667,"../RawData/PAM/2021/Moore_1019.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_385"
"Moore","Moore","Moore",2021,386,13,"MMM","Moore_1020","Moore_1020_2021","Moore_2021","Moore_386_2021","2021-05-07","Seasim",0,"08.05.21","22:31:10",0.2338,0.2324,0.2162,0.5598,0.5608,0.5098,0.582,0.586,0.576,0.581333333333333,0.00503322295684717,0.227466666666667,0.543466666666667,"../RawData/PAM/2021/Moore_1020.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_386"
"Moore","Moore","Moore",2021,387,13,"MMM","Moore_569","Moore_569_2021","Moore_2021","Moore_387_2021","2021-05-07","Seasim",0,"08.05.21","22:30:20",0.226,0.174,0.1637,0.5848,0.4505,0.4196,0.614,0.614,0.61,0.612666666666667,0.00230940107675851,0.1879,0.484966666666667,"../RawData/PAM/2021/Moore_569.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_387"
"Moore","Moore","Moore",2021,388,13,"MMM","Moore_570","Moore_570_2021","Moore_2021","Moore_388_2021","2021-05-07","Seasim",0,"08.05.21","22:30:20",0.2025,0.2647,0.2142,0.5049,0.6485,0.5382,0.599,0.592,0.602,0.597666666666667,0.00513160143944689,0.227133333333333,0.563866666666667,"../RawData/PAM/2021/Moore_570.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_388"
"Moore","Moore","Moore",2021,389,13,"MMM","Moore_571","Moore_571_2021","Moore_2021","Moore_389_2021","2021-05-07","Seasim",0,"08.05.21","22:30:20",0.2294,0.2029,0.2044,0.5324,0.5044,0.5162,0.569,0.598,0.604,0.590333333333333,0.018717193521822,0.212233333333333,0.517666666666667,"../RawData/PAM/2021/Moore_571.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_389"
"Moore","Moore","Moore",2021,390,13,"MMM","Moore_572","Moore_572_2021","Moore_2021","Moore_390_2021","2021-05-07","Seasim",0,"08.05.21","22:30:20",0.2495,0.2137,0.2137,0.6309,0.5333,0.5412,0.605,0.599,0.605,0.603,0.00346410161513776,0.225633333333333,0.568466666666667,"../RawData/PAM/2021/Moore_572.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_390"
"Moore","Moore","Moore",2021,391,13,"MMM","Moore_761","Moore_761_2021","Moore_2021","Moore_391_2021","2021-05-07","Seasim",0,"08.05.21","22:29:49",0.1789,0.174,0.1779,0.4495,0.4422,0.4485,0.602,0.606,0.603,0.603666666666667,0.00208166599946613,0.176933333333333,0.446733333333333,"../RawData/PAM/2021/Moore_761.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_391"
"Moore","Moore","Moore",2021,392,13,"MMM","Moore_762","Moore_762_2021","Moore_2021","Moore_392_2021","2021-05-07","Seasim",0,"08.05.21","22:29:49",0.1912,0.2319,0.2456,0.4706,0.5657,0.5946,0.594,0.59,0.587,0.590333333333333,0.00351188458428425,0.2229,0.543633333333333,"../RawData/PAM/2021/Moore_762.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_392"
"Moore","Moore","Moore",2021,393,13,"MMM","Moore_763","Moore_763_2021","Moore_2021","Moore_393_2021","2021-05-07","Seasim",0,"08.05.21","22:29:49",0.2373,0.224,0.2279,0.5828,0.551,0.5696,0.593,0.593,0.6,0.595333333333333,0.00404145188432738,0.229733333333333,0.5678,"../RawData/PAM/2021/Moore_763.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_393"
"Moore","Moore","Moore",2021,394,13,"MMM","Moore_764","Moore_764_2021","Moore_2021","Moore_394_2021","2021-05-07","Seasim",0,"08.05.21","22:29:49",0.2348,0.2167,0.2294,0.5578,0.5118,0.5348,0.579,0.577,0.571,0.575666666666667,0.00416333199893227,0.226966666666667,0.5348,"../RawData/PAM/2021/Moore_764.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_394"
"Moore","Moore","Moore",2021,395,13,"MMM","Moore_933","Moore_933_2021","Moore_2021","Moore_395_2021","2021-05-07","Seasim",0,"08.05.21","22:28:34",0.1794,0.1686,0.1681,0.4549,0.4338,0.4417,0.606,0.611,0.619,0.612,0.00655743852430201,0.172033333333333,0.443466666666667,"../RawData/PAM/2021/Moore_933.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_395"
"Moore","Moore","Moore",2021,396,13,"MMM","Moore_934","Moore_934_2021","Moore_2021","Moore_396_2021","2021-05-07","Seasim",0,"08.05.21","22:28:34",0.2319,0.226,0.2358,0.5745,0.5681,0.5848,0.596,0.602,0.597,0.598333333333333,0.00321455025366432,0.231233333333333,0.5758,"../RawData/PAM/2021/Moore_934.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_396"
"Moore","Moore","Moore",2021,397,13,"MMM","Moore_935","Moore_935_2021","Moore_2021","Moore_397_2021","2021-05-07","Seasim",0,"08.05.21","22:28:34",0.1642,0.1887,0.1838,0.4147,0.4632,0.452,0.604,0.593,0.593,0.596666666666667,0.00635085296108589,0.1789,0.4433,"../RawData/PAM/2021/Moore_935.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_397"
"Moore","Moore","Moore",2021,398,13,"MMM","Moore_936","Moore_936_2021","Moore_2021","Moore_398_2021","2021-05-07","Seasim",0,"08.05.21","22:28:34",0.2059,0.2294,0.2505,0.5093,0.5515,0.6172,0.596,0.584,0.594,0.591333333333333,0.00642910050732864,0.2286,0.559333333333333,"../RawData/PAM/2021/Moore_936.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_398"
"Moore","Moore","Moore",2021,399,13,"MMM","Moore_549","Moore_549_2021","Moore_2021","Moore_399_2021","2021-05-07","Seasim",0,"08.05.21","22:30:33",0.1485,0.1574,0.1784,0.3985,0.4348,0.477,0.627,0.638,0.626,0.630333333333333,0.0066583281184794,0.161433333333333,0.436766666666667,"../RawData/PAM/2021/Moore_549.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_399"
"Moore","Moore","Moore",2021,400,13,"MMM","Moore_550","Moore_550_2021","Moore_2021","Moore_400_2021","2021-05-07","Seasim",0,"08.05.21","22:30:33",0.2603,0.2495,0.2387,0.6181,0.602,0.5824,0.579,0.586,0.59,0.585,0.00556776436283003,0.2495,0.600833333333333,"../RawData/PAM/2021/Moore_550.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_400"
"Moore","Moore","Moore",2021,401,13,"MMM","Moore_551","Moore_551_2021","Moore_2021","Moore_401_2021","2021-05-07","Seasim",0,"08.05.21","22:30:33",0.2431,0.1966,0.1971,0.5912,0.4799,0.4794,0.589,0.59,0.589,0.589333333333333,0.000577350269189626,0.212266666666667,0.516833333333333,"../RawData/PAM/2021/Moore_551.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_401"
"Moore","Moore","Moore",2021,402,13,"MMM","Moore_552","Moore_552_2021","Moore_2021","Moore_402_2021","2021-05-07","Seasim",0,"08.05.21","22:30:33",0.2627,0.2368,0.2353,0.6157,0.5966,0.5608,0.573,0.603,0.58,0.585333333333333,0.0156950098226581,0.244933333333333,0.591033333333333,"../RawData/PAM/2021/Moore_552.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_402"
"Moore","Moore","Moore",2021,403,13,"MMM","Moore_697","Moore_697_2021","Moore_2021","Moore_403_2021","2021-05-07","Seasim",0,"08.05.21","22:29:17",0.1804,0.1593,0.1549,0.4559,0.4049,0.4113,0.604,0.607,0.623,0.611333333333333,0.0102143689640297,0.164866666666667,0.424033333333333,"../RawData/PAM/2021/Moore_697.csv","Moore_2021_13",29.08388889,29.27888889,"Ahya_403"
