"Site","Site_geno_year","Site_year","Site.name","Genotype","SampleYear","RelativeFvFm9C","eventID"
"NorthDirection-23March","NorthDirection-23March_60_2021","NorthDirection-23March_2021","North Direction",60,2021,0.133488303267312,"Ahya_60b"
"NorthDirection-23March","NorthDirection-23March_61_2021","NorthDirection-23March_2021","North Direction",61,2021,0.114869124647126,"Ahya_61b"
"NorthDirection-23March","NorthDirection-23March_62_2021","NorthDirection-23March_2021","North Direction",62,2021,0.121379033434414,"Ahya_62"
"NorthDirection-23March","NorthDirection-23March_63_2021","NorthDirection-23March_2021","North Direction",63,2021,0.131706374692664,"Ahya_63"
"NorthDirection-23March","NorthDirection-23March_64_2021","NorthDirection-23March_2021","North Direction",64,2021,0.310688881161304,"Ahya_64"
"NorthDirection-23March","NorthDirection-23March_65_2021","NorthDirection-23March_2021","North Direction",65,2021,0.163023353226415,"Ahya_65"
"NorthDirection-23March","NorthDirection-23March_66_2021","NorthDirection-23March_2021","North Direction",66,2021,0.329708205795452,"Ahya_66"
"NorthDirection-23March","NorthDirection-23March_67_2021","NorthDirection-23March_2021","North Direction",67,2021,0.192201676298873,"Ahya_67b"
"NorthDirection-23March","NorthDirection-23March_68_2021","NorthDirection-23March_2021","North Direction",68,2021,0.35641048399228,"Ahya_68b"
"NorthDirection-23March","NorthDirection-23March_69_2021","NorthDirection-23March_2021","North Direction",69,2021,0.315333299314627,"Ahya_69b"
"NorthDirection-23March","NorthDirection-23March_70_2021","NorthDirection-23March_2021","North Direction",70,2021,0.171610005591487,"Ahya_70b"
"NorthDirection-23March","NorthDirection-23March_71_2021","NorthDirection-23March_2021","North Direction",71,2021,0.189634297590909,"Ahya_71b"
"NorthDirection-23March","NorthDirection-23March_72_2021","NorthDirection-23March_2021","North Direction",72,2021,0.126624643260222,"Ahya_72b"
"NorthDirection-24March","NorthDirection-24March_73_2021","NorthDirection-24March_2021","North Direction",73,2021,0.261272970521013,"Ahya_73b"
"NorthDirection-24March","NorthDirection-24March_74_2021","NorthDirection-24March_2021","North Direction",74,2021,0.251920882883063,"Ahya_74b"
"NorthDirection-24March","NorthDirection-24March_75_2021","NorthDirection-24March_2021","North Direction",75,2021,0.190245050868946,"Ahya_75b"
"NorthDirection-24March","NorthDirection-24March_76_2021","NorthDirection-24March_2021","North Direction",76,2021,0.278672779002337,"Ahya_76b"
"NorthDirection-24March","NorthDirection-24March_77_2021","NorthDirection-24March_2021","North Direction",77,2021,0.202818698056199,"Ahya_77b"
"NorthDirection-24March","NorthDirection-24March_78_2021","NorthDirection-24March_2021","North Direction",78,2021,0.255475141996293,"Ahya_78b"
"NorthDirection-24March","NorthDirection-24March_79_2021","NorthDirection-24March_2021","North Direction",79,2021,0.125879864612974,"Ahya_79b"
"NorthDirection-24March","NorthDirection-24March_80_2021","NorthDirection-24March_2021","North Direction",80,2021,0.342865119280795,"Ahya_80b"
"NorthDirection-24March","NorthDirection-24March_82_2021","NorthDirection-24March_2021","North Direction",82,2021,0.227517768956199,"Ahya_82b"
"NorthDirection-24March","NorthDirection-24March_81_2021","NorthDirection-24March_2021","North Direction",81,2021,0.290285771817205,"Ahya_81b"
"NorthDirection-24March","NorthDirection-24March_83_2021","NorthDirection-24March_2021","North Direction",83,2021,0.181408514399738,"Ahya_83b"
"NorthDirection-24March","NorthDirection-24March_84_2021","NorthDirection-24March_2021","North Direction",84,2021,0.0736220922124069,"Ahya_84b"
"NorthDirection-24March","NorthDirection-24March_85_2021","NorthDirection-24March_2021","North Direction",85,2021,0.258542617052897,"Ahya_85"
"NorthDirection-24March","NorthDirection-24March_86_2021","NorthDirection-24March_2021","North Direction",86,2021,0.304477303213731,"Ahya_86"
"NorthDirection-24March","NorthDirection-24March_87_2021","NorthDirection-24March_2021","North Direction",87,2021,0.281707590563944,"Ahya_87"
"NorthDirection-24March","NorthDirection-24March_88_2021","NorthDirection-24March_2021","North Direction",88,2021,0.136053581782416,"Ahya_88"
"NorthDirection-24March","NorthDirection-24March_89_2021","NorthDirection-24March_2021","North Direction",89,2021,0.198793964895511,"Ahya_89"
"NorthDirection-24March","NorthDirection-24March_90_2021","NorthDirection-24March_2021","North Direction",90,2021,0.166560411822673,"Ahya_90"
"NorthDirection-24March","NorthDirection-24March_91_2021","NorthDirection-24March_2021","North Direction",91,2021,0.246061868025304,"Ahya_91"
"NorthDirection-24March","NorthDirection-24March_92_2021","NorthDirection-24March_2021","North Direction",92,2021,0.222633574410232,"Ahya_92"
"NorthDirection-24March","NorthDirection-24March_93_2021","NorthDirection-24March_2021","North Direction",93,2021,0.301806068855427,"Ahya_93"
"NorthDirection-24March","NorthDirection-24March_94_2021","NorthDirection-24March_2021","North Direction",94,2021,0.313329127157268,"Ahya_94"
"NorthDirection-24March","NorthDirection-24March_95_2021","NorthDirection-24March_2021","North Direction",95,2021,0.34517527105742,"Ahya_95b"
"NorthDirection-24March","NorthDirection-24March_96_2021","NorthDirection-24March_2021","North Direction",96,2021,0.355117871741938,"Ahya_96b"
"StCrispin-30Mar","StCrispin-30Mar_161_2021","StCrispin-30Mar_2021","St Crispin",161,2021,0.575437329132726,"Ahya_161b"
"StCrispin-30Mar","StCrispin-30Mar_162_2021","StCrispin-30Mar_2021","St Crispin",162,2021,0.485848103264597,"Ahya_162"
"StCrispin-30Mar","StCrispin-30Mar_163_2021","StCrispin-30Mar_2021","St Crispin",163,2021,0.380037924937903,"Ahya_163"
"StCrispin-30Mar","StCrispin-30Mar_164_2021","StCrispin-30Mar_2021","St Crispin",164,2021,0.372799481044441,"Ahya_164"
"StCrispin-30Mar","StCrispin-30Mar_165_2021","StCrispin-30Mar_2021","St Crispin",165,2021,0.406315226551879,"Ahya_165"
"StCrispin-30Mar","StCrispin-30Mar_166_2021","StCrispin-30Mar_2021","St Crispin",166,2021,0.373163635701603,"Ahya_166"
"StCrispin-30Mar","StCrispin-30Mar_167_2021","StCrispin-30Mar_2021","St Crispin",167,2021,0.36671306065727,"Ahya_167"
"StCrispin-30Mar","StCrispin-30Mar_168_2021","StCrispin-30Mar_2021","St Crispin",168,2021,0.407390151752313,"Ahya_168"
"StCrispin-30Mar","StCrispin-30Mar_169_2021","StCrispin-30Mar_2021","St Crispin",169,2021,0.480262269760341,"Ahya_169"
"StCrispin-30Mar","StCrispin-30Mar_170_2021","StCrispin-30Mar_2021","St Crispin",170,2021,0.541007347357807,"Ahya_170"
"StCrispin-30Mar","StCrispin-30Mar_171_2021","StCrispin-30Mar_2021","St Crispin",171,2021,0.656016508239993,"Ahya_171"
"StCrispin-30Mar","StCrispin-30Mar_172_2021","StCrispin-30Mar_2021","St Crispin",172,2021,0.424617866372985,"Ahya_172"
"StCrispin-30Mar","StCrispin-30Mar_173_2021","StCrispin-30Mar_2021","St Crispin",173,2021,0.571302663407702,"Ahya_173"
"StCrispin-30Mar","StCrispin-30Mar_174_2021","StCrispin-30Mar_2021","St Crispin",174,2021,0.448850477664226,"Ahya_174"
"StCrispin-30Mar","StCrispin-30Mar_175_2021","StCrispin-30Mar_2021","St Crispin",175,2021,0.495651207641822,"Ahya_175"
"StCrispin-30Mar","StCrispin-30Mar_176_2021","StCrispin-30Mar_2021","St Crispin",176,2021,0.492826458711727,"Ahya_176"
"StCrispin-30Mar","StCrispin-30Mar_177_2021","StCrispin-30Mar_2021","St Crispin",177,2021,0.50655758249479,"Ahya_177"
"StCrispin-30Mar","StCrispin-30Mar_178_2021","StCrispin-30Mar_2021","St Crispin",178,2021,0.488767555592203,"Ahya_178"
"StCrispin-30Mar","StCrispin-30Mar_179_2021","StCrispin-30Mar_2021","St Crispin",179,2021,0.486940605301793,"Ahya_179"
"StCrispin-30Mar","StCrispin-30Mar_180_2021","StCrispin-30Mar_2021","St Crispin",180,2021,0.396147670395837,"Ahya_180"
"StCrispin-30Mar","StCrispin-30Mar_181_2021","StCrispin-30Mar_2021","St Crispin",181,2021,0.513548578344966,"Ahya_181"
"StCrispin-30Mar","StCrispin-30Mar_182_2021","StCrispin-30Mar_2021","St Crispin",182,2021,0.59419006435983,"Ahya_182"
"StCrispin-30Mar","StCrispin-30Mar_183_2021","StCrispin-30Mar_2021","St Crispin",183,2021,0.559525901608263,"Ahya_183"
"StCrispin-30Mar","StCrispin-30Mar_184_2021","StCrispin-30Mar_2021","St Crispin",184,2021,0.509179905818332,"Ahya_184"
"StCrispin-30Mar","StCrispin-30Mar_185_2021","StCrispin-30Mar_2021","St Crispin",185,2021,0.588793838500485,"Ahya_185"
"StCrispin-30Mar","StCrispin-30Mar_186_2021","StCrispin-30Mar_2021","St Crispin",186,2021,0.520922107814546,"Ahya_186"
"StCrispin-30Mar","StCrispin-30Mar_187_2021","StCrispin-30Mar_2021","St Crispin",187,2021,0.349797291513892,"Ahya_187"
"Chicken","Chicken_301_2021","Chicken_2021","Chicken",301,2021,0.397733371649068,"Ahya_301"
"Chicken","Chicken_302_2021","Chicken_2021","Chicken",302,2021,0.384468808331792,"Ahya_302"
"Chicken","Chicken_303_2021","Chicken_2021","Chicken",303,2021,0.416809464251729,"Ahya_303"
"Chicken","Chicken_304_2021","Chicken_2021","Chicken",304,2021,0.449152001824261,"Ahya_304"
"Chicken","Chicken_305_2021","Chicken_2021","Chicken",305,2021,0.501152141429936,"Ahya_305"
"Chicken","Chicken_306_2021","Chicken_2021","Chicken",306,2021,0.447472518427462,"Ahya_306"
"Chicken","Chicken_307_2021","Chicken_2021","Chicken",307,2021,0.557580976597278,"Ahya_307"
"Chicken","Chicken_308_2021","Chicken_2021","Chicken",308,2021,0.466939918983091,"Ahya_308"
"Chicken","Chicken_309_2021","Chicken_2021","Chicken",309,2021,0.384532585380117,"Ahya_309"
"Chicken","Chicken_311_2021","Chicken_2021","Chicken",311,2021,0.421757721892349,"Ahya_311"
"Chicken","Chicken_312_2021","Chicken_2021","Chicken",312,2021,0.341459575341092,"Ahya_312"
"Chicken","Chicken_313_2021","Chicken_2021","Chicken",313,2021,0.370087343718532,"Ahya_313"
"Chicken","Chicken_314_2021","Chicken_2021","Chicken",314,2021,0.369780886078483,"Ahya_314"
"Chicken","Chicken_315_2021","Chicken_2021","Chicken",315,2021,0.320498241853737,"Ahya_315"
"Chicken","Chicken_316_2021","Chicken_2021","Chicken",316,2021,0.40577980431205,"Ahya_316"
"Chicken","Chicken_317_2021","Chicken_2021","Chicken",317,2021,0.304750089692326,"Ahya_317"
"Chicken","Chicken_318_2021","Chicken_2021","Chicken",318,2021,0.322565024974671,"Ahya_318"
"Chicken","Chicken_319_2021","Chicken_2021","Chicken",319,2021,0.373138262165405,"Ahya_319"
"Chicken","Chicken_320_2021","Chicken_2021","Chicken",320,2021,0.290503874357639,"Ahya_320"
"Chicken","Chicken_321_2021","Chicken_2021","Chicken",321,2021,0.360489191588324,"Ahya_321"
"Chicken","Chicken_322_2021","Chicken_2021","Chicken",322,2021,0.276470896101898,"Ahya_322"
"Chicken","Chicken_323_2021","Chicken_2021","Chicken",323,2021,0.335978970537893,"Ahya_323"
"Chicken","Chicken_324_2021","Chicken_2021","Chicken",324,2021,0.370387165305218,"Ahya_324"
"Chicken","Chicken_325_2021","Chicken_2021","Chicken",325,2021,0.495505859109725,"Ahya_325"
"Chicken","Chicken_326_2021","Chicken_2021","Chicken",326,2021,0.318169082838931,"Ahya_326"
"Chicken","Chicken_327_2021","Chicken_2021","Chicken",327,2021,0.409370827670716,"Ahya_327"
"Chicken","Chicken_328_2021","Chicken_2021","Chicken",328,2021,0.383867128320968,"Ahya_328"
"Chicken","Chicken_329_2021","Chicken_2021","Chicken",329,2021,0.475049934463795,"Ahya_329"
"Chicken","Chicken_330_2021","Chicken_2021","Chicken",330,2021,0.340703259013316,"Ahya_330"
"Davies","Davies_331_2021","Davies_2021","Davies",331,2021,0.619664456441936,"Ahya_331"
"Davies","Davies_332_2021","Davies_2021","Davies",332,2021,0.569492759573231,"Ahya_332"
"Davies","Davies_333_2021","Davies_2021","Davies",333,2021,0.58035957846161,"Ahya_333"
"Davies","Davies_334_2021","Davies_2021","Davies",334,2021,0.643546488501261,"Ahya_334"
"Davies","Davies_335_2021","Davies_2021","Davies",335,2021,0.630125292041224,"Ahya_335"
"Davies","Davies_336_2021","Davies_2021","Davies",336,2021,0.640841388315034,"Ahya_336"
"Davies","Davies_337_2021","Davies_2021","Davies",337,2021,0.572642404774933,"Ahya_337"
"Davies","Davies_338_2021","Davies_2021","Davies",338,2021,0.617556802370646,"Ahya_338"
"Davies","Davies_339_2021","Davies_2021","Davies",339,2021,0.479377488412376,"Ahya_339"
"Davies","Davies_340_2021","Davies_2021","Davies",340,2021,0.602502175901462,"Ahya_340"
"Davies","Davies_341_2021","Davies_2021","Davies",341,2021,0.510371173367924,"Ahya_341"
"Davies","Davies_342_2021","Davies_2021","Davies",342,2021,0.513353956441099,"Ahya_342"
"Davies","Davies_343_2021","Davies_2021","Davies",343,2021,0.554947739691487,"Ahya_343"
"Davies","Davies_344_2021","Davies_2021","Davies",344,2021,0.581360771728058,"Ahya_344"
"Davies","Davies_345_2021","Davies_2021","Davies",345,2021,0.624349376557703,"Ahya_345"
"Davies","Davies_346_2021","Davies_2021","Davies",346,2021,0.590692067208584,"Ahya_346"
"Davies","Davies_347_2021","Davies_2021","Davies",347,2021,0.578787065082266,"Ahya_347"
"Davies","Davies_348_2021","Davies_2021","Davies",348,2021,0.566803743971011,"Ahya_348"
"Davies","Davies_349_2021","Davies_2021","Davies",349,2021,0.681096323862582,"Ahya_349"
"Davies","Davies_350_2021","Davies_2021","Davies",350,2021,0.576295332360584,"Ahya_350"
"Davies","Davies_351_2021","Davies_2021","Davies",351,2021,0.568466194061439,"Ahya_351"
"Davies","Davies_352_2021","Davies_2021","Davies",352,2021,0.525453809503742,"Ahya_352"
"Davies","Davies_353_2021","Davies_2021","Davies",353,2021,0.473764413194193,"Ahya_353"
"Davies","Davies_354_2021","Davies_2021","Davies",354,2021,0.542245543508117,"Ahya_354"
"Davies","Davies_355_2021","Davies_2021","Davies",355,2021,0.465400864731893,"Ahya_355"
"Davies","Davies_356_2021","Davies_2021","Davies",356,2021,0.490876098814251,"Ahya_356"
"Davies","Davies_357_2021","Davies_2021","Davies",357,2021,0.509091040109865,"Ahya_357"
"Davies","Davies_358_2021","Davies_2021","Davies",358,2021,0.486435887944378,"Ahya_358"
"Davies","Davies_359_2021","Davies_2021","Davies",359,2021,0.565385718601954,"Ahya_359"
"Davies","Davies_360_2021","Davies_2021","Davies",360,2021,0.43961640688025,"Ahya_360"
"Kelso","Kelso_188_2021","Kelso_2021","Kelso",188,2021,0.371412478953878,"Ahya_188"
"Kelso","Kelso_189_2021","Kelso_2021","Kelso",189,2021,0.379804645108841,"Ahya_189"
"Kelso","Kelso_190_2021","Kelso_2021","Kelso",190,2021,0.335136291500663,"Ahya_190"
"Kelso","Kelso_191_2021","Kelso_2021","Kelso",191,2021,0.235196238213889,"Ahya_191"
"Kelso","Kelso_192_2021","Kelso_2021","Kelso",192,2021,0.211622735854736,"Ahya_192"
"Kelso","Kelso_193_2021","Kelso_2021","Kelso",193,2021,0.39924797112811,"Ahya_193"
"Kelso","Kelso_194_2021","Kelso_2021","Kelso",194,2021,0.416079131456562,"Ahya_194"
"Kelso","Kelso_195_2021","Kelso_2021","Kelso",195,2021,0.344522756683804,"Ahya_195"
"Kelso","Kelso_196_2021","Kelso_2021","Kelso",196,2021,0.403635792627632,"Ahya_196"
"Kelso","Kelso_197_2021","Kelso_2021","Kelso",197,2021,0.349303118105795,"Ahya_197"
"Kelso","Kelso_198_2021","Kelso_2021","Kelso",198,2021,0.38309586451883,"Ahya_198"
"Kelso","Kelso_199_2021","Kelso_2021","Kelso",199,2021,0.361373748389613,"Ahya_199"
"Kelso","Kelso_200_2021","Kelso_2021","Kelso",200,2021,0.239663014563689,"Ahya_200"
"Kelso","Kelso_201_2021","Kelso_2021","Kelso",201,2021,0.356383433976383,"Ahya_201"
"Kelso","Kelso_202_2021","Kelso_2021","Kelso",202,2021,0.225792057180517,"Ahya_202"
"Kelso","Kelso_203_2021","Kelso_2021","Kelso",203,2021,0.350172409153891,"Ahya_203"
"Kelso","Kelso_204_2021","Kelso_2021","Kelso",204,2021,0.416829169322364,"Ahya_204"
"Kelso","Kelso_205_2021","Kelso_2021","Kelso",205,2021,0.29113501655707,"Ahya_205"
"Kelso","Kelso_206_2021","Kelso_2021","Kelso",206,2021,0.337168314182289,"Ahya_206"
"Kelso","Kelso_207_2021","Kelso_2021","Kelso",207,2021,0.33239339313403,"Ahya_207"
"Kelso","Kelso_208_2021","Kelso_2021","Kelso",208,2021,0.132407407444445,"Ahya_208"
"Kelso","Kelso_209_2021","Kelso_2021","Kelso",209,2021,0.3448798395979,"Ahya_209"
"Kelso","Kelso_210_2021","Kelso_2021","Kelso",210,2021,0.216047974738274,"Ahya_210"
"Kelso","Kelso_211_2021","Kelso_2021","Kelso",211,2021,0.229783465903588,"Ahya_211"
"Kelso","Kelso_212_2021","Kelso_2021","Kelso",212,2021,0.36502685382589,"Ahya_212"
"Kelso","Kelso_213_2021","Kelso_2021","Kelso",213,2021,0.469642537150479,"Ahya_213"
"Kelso","Kelso_214_2021","Kelso_2021","Kelso",214,2021,0.28779273267564,"Ahya_214"
"Kelso","Kelso_215_2021","Kelso_2021","Kelso",215,2021,0.411310212857556,"Ahya_215"
"Kelso","Kelso_216_2021","Kelso_2021","Kelso",216,2021,0.5129662856652,"Ahya_216"
"Kelso","Kelso_217_2021","Kelso_2021","Kelso",217,2021,0.454021319329395,"Ahya_217"
"Kelso","Kelso_218_2021","Kelso_2021","Kelso",218,2021,0.495671104731856,"Ahya_218"
"Kelso","Kelso_219_2021","Kelso_2021","Kelso",219,2021,0.464375173425257,"Ahya_219"
"Kelso","Kelso_220_2021","Kelso_2021","Kelso",220,2021,0.334762252313024,"Ahya_220"
"Mackay","Mackay_268_2021","Mackay_2021","Mackay",268,2021,0.212270506997564,"Ahya_268"
"Mackay","Mackay_269_2021","Mackay_2021","Mackay",269,2021,0.1746233018241,"Ahya_269"
"Mackay","Mackay_270_2021","Mackay_2021","Mackay",270,2021,0.138506556443387,"Ahya_270"
"Mackay","Mackay_271_2021","Mackay_2021","Mackay",271,2021,0.220920179144292,"Ahya_271"
"Mackay","Mackay_272_2021","Mackay_2021","Mackay",272,2021,0.273118051489784,"Ahya_272"
"Mackay","Mackay_273_2021","Mackay_2021","Mackay",273,2021,0.121430234744909,"Ahya_273"
"Mackay","Mackay_274_2021","Mackay_2021","Mackay",274,2021,0.217030773255605,"Ahya_274"
"Mackay","Mackay_275_2021","Mackay_2021","Mackay",275,2021,0.236975402819633,"Ahya_275"
"Mackay","Mackay_276_2021","Mackay_2021","Mackay",276,2021,0.306938640119403,"Ahya_276"
"Mackay","Mackay_277_2021","Mackay_2021","Mackay",277,2021,0.138636266045396,"Ahya_277"
"Mackay","Mackay_278_2021","Mackay_2021","Mackay",278,2021,0.247295341718842,"Ahya_278"
"Mackay","Mackay_279_2021","Mackay_2021","Mackay",279,2021,0.104260602619585,"Ahya_279"
"Mackay","Mackay_280_2021","Mackay_2021","Mackay",280,2021,0.326940057443745,"Ahya_280"
"Mackay","Mackay_281_2021","Mackay_2021","Mackay",281,2021,0.34949705681669,"Ahya_281"
"Mackay","Mackay_282_2021","Mackay_2021","Mackay",282,2021,0.196734659598045,"Ahya_282"
"Mackay","Mackay_283_2021","Mackay_2021","Mackay",283,2021,0.410054364002954,"Ahya_283"
"Mackay","Mackay_284_2021","Mackay_2021","Mackay",284,2021,0.145737310078191,"Ahya_284"
"Mackay","Mackay_285_2021","Mackay_2021","Mackay",285,2021,0.272803863461377,"Ahya_285"
"Mackay","Mackay_286_2021","Mackay_2021","Mackay",286,2021,0.137911986999405,"Ahya_286"
"Mackay","Mackay_287_2021","Mackay_2021","Mackay",287,2021,0.281383432453142,"Ahya_287"
"Mackay","Mackay_288_2021","Mackay_2021","Mackay",288,2021,0.198596403008395,"Ahya_288"
"Mackay","Mackay_289_2021","Mackay_2021","Mackay",289,2021,0.24119563232608,"Ahya_289"
"Mackay","Mackay_290_2021","Mackay_2021","Mackay",290,2021,0.11013903918682,"Ahya_290"
"Mackay","Mackay_291_2021","Mackay_2021","Mackay",291,2021,0.119294713259141,"Ahya_291"
"Mackay","Mackay_292_2021","Mackay_2021","Mackay",292,2021,0.353536934837806,"Ahya_292"
"Mackay","Mackay_293_2021","Mackay_2021","Mackay",293,2021,0.179068358700514,"Ahya_293"
"Mackay","Mackay_294_2021","Mackay_2021","Mackay",294,2021,0.317359396419754,"Ahya_294"
"Mackay","Mackay_295_2021","Mackay_2021","Mackay",295,2021,0.119996907122905,"Ahya_295"
"Mackay","Mackay_296_2021","Mackay_2021","Mackay",296,2021,0.392423984228623,"Ahya_296"
"Mackay","Mackay_297_2021","Mackay_2021","Mackay",297,2021,0.380297791827393,"Ahya_297"
"Mackay","Mackay_298_2021","Mackay_2021","Mackay",298,2021,0.401450996922991,"Ahya_298"
"Mackay","Mackay_299_2021","Mackay_2021","Mackay",299,2021,0.407152643979926,"Ahya_299"
"Mackay","Mackay_300_2021","Mackay_2021","Mackay",300,2021,0.199529076646792,"Ahya_300"
"Pelorus","Pelorus_221_2021","Pelorus_2021","Pelorus",221,2021,0.34178619674916,"Ahya_221"
"Pelorus","Pelorus_222_2021","Pelorus_2021","Pelorus",222,2021,0.352715647251421,"Ahya_222"
"Pelorus","Pelorus_223_2021","Pelorus_2021","Pelorus",223,2021,0.42112076903543,"Ahya_223"
"Pelorus","Pelorus_224_2021","Pelorus_2021","Pelorus",224,2021,0.424703648340094,"Ahya_224"
"Pelorus","Pelorus_225_2021","Pelorus_2021","Pelorus",225,2021,0.386651197565164,"Ahya_225"
"Pelorus","Pelorus_226_2021","Pelorus_2021","Pelorus",226,2021,0.294127100802826,"Ahya_226"
"Pelorus","Pelorus_227_2021","Pelorus_2021","Pelorus",227,2021,0.410604576903117,"Ahya_227"
"Pelorus","Pelorus_228_2021","Pelorus_2021","Pelorus",228,2021,0.430828424215904,"Ahya_228"
"Pelorus","Pelorus_229_2021","Pelorus_2021","Pelorus",229,2021,0.495456644253259,"Ahya_229"
"Pelorus","Pelorus_230_2021","Pelorus_2021","Pelorus",230,2021,0.296481551611069,"Ahya_230"
"Pelorus","Pelorus_231_2021","Pelorus_2021","Pelorus",231,2021,0.290808482902605,"Ahya_231"
"Pelorus","Pelorus_232_2021","Pelorus_2021","Pelorus",232,2021,0.399527213331965,"Ahya_232"
"Pelorus","Pelorus_233_2021","Pelorus_2021","Pelorus",233,2021,0.253724838522703,"Ahya_233"
"Pelorus","Pelorus_234_2021","Pelorus_2021","Pelorus",234,2021,0.280286296033113,"Ahya_234"
"Pelorus","Pelorus_235_2021","Pelorus_2021","Pelorus",235,2021,0.200749733255726,"Ahya_235"
"Pelorus","Pelorus_236_2021","Pelorus_2021","Pelorus",236,2021,0.265131648466551,"Ahya_236"
"Pelorus","Pelorus_237_2021","Pelorus_2021","Pelorus",237,2021,0.442712869089241,"Ahya_237"
"Pelorus","Pelorus_238_2021","Pelorus_2021","Pelorus",238,2021,0.348744201118945,"Ahya_238"
"Pelorus","Pelorus_239_2021","Pelorus_2021","Pelorus",239,2021,0.313283783859098,"Ahya_239"
"Pelorus","Pelorus_240_2021","Pelorus_2021","Pelorus",240,2021,0.369059008756178,"Ahya_240"
"Pelorus","Pelorus_241_2021","Pelorus_2021","Pelorus",241,2021,0.457130888085409,"Ahya_241"
"Pelorus","Pelorus_242_2021","Pelorus_2021","Pelorus",242,2021,0.246201293666067,"Ahya_242"
"Pelorus","Pelorus_243_2021","Pelorus_2021","Pelorus",243,2021,0.319734759458768,"Ahya_243"
"Pelorus","Pelorus_244_2021","Pelorus_2021","Pelorus",244,2021,0.469845574143808,"Ahya_244"
"Pelorus","Pelorus_245_2021","Pelorus_2021","Pelorus",245,2021,0.476254125380625,"Ahya_245"
"Pelorus","Pelorus_246_2021","Pelorus_2021","Pelorus",246,2021,0.414380140479441,"Ahya_246"
"Pelorus","Pelorus_247_2021","Pelorus_2021","Pelorus",247,2021,0.382652239755302,"Ahya_247"
"Pelorus","Pelorus_248_2021","Pelorus_2021","Pelorus",248,2021,0.405964935403551,"Ahya_248"
"Pelorus","Pelorus_249_2021","Pelorus_2021","Pelorus",249,2021,0.422531737669196,"Ahya_249"
"Pelorus","Pelorus_250_2021","Pelorus_2021","Pelorus",250,2021,0.270429415891026,"Ahya_250"
"StCrispin-15April","StCrispin-15April_251_2021","StCrispin-15April_2021","St Crispin",251,2021,0.178519867289005,"Ahya_251"
"StCrispin-15April","StCrispin-15April_252_2021","StCrispin-15April_2021","St Crispin",252,2021,0.206355400175737,"Ahya_252"
"StCrispin-15April","StCrispin-15April_253_2021","StCrispin-15April_2021","St Crispin",253,2021,0.153447283585167,"Ahya_253"
"StCrispin-15April","StCrispin-15April_254_2021","StCrispin-15April_2021","St Crispin",254,2021,0.208507608648956,"Ahya_254"
"StCrispin-15April","StCrispin-15April_255_2021","StCrispin-15April_2021","St Crispin",255,2021,0.234260480130595,"Ahya_255"
"StCrispin-15April","StCrispin-15April_256_2021","StCrispin-15April_2021","St Crispin",256,2021,0.220880865971456,"Ahya_256"
"StCrispin-15April","StCrispin-15April_258_2021","StCrispin-15April_2021","St Crispin",258,2021,0.281985871325576,"Ahya_258"
"StCrispin-15April","StCrispin-15April_259_2021","StCrispin-15April_2021","St Crispin",259,2021,0.337727459415305,"Ahya_259"
"StCrispin-15April","StCrispin-15April_260_2021","StCrispin-15April_2021","St Crispin",260,2021,0.238060502252666,"Ahya_260"
"StCrispin-15April","StCrispin-15April_261_2021","StCrispin-15April_2021","St Crispin",261,2021,0.264183375123384,"Ahya_261"
"StCrispin-15April","StCrispin-15April_262_2021","StCrispin-15April_2021","St Crispin",262,2021,0.300899994349539,"Ahya_262"
"StCrispin-15April","StCrispin-15April_263_2021","StCrispin-15April_2021","St Crispin",263,2021,0.142990693287151,"Ahya_263"
"StCrispin-15April","StCrispin-15April_264_2021","StCrispin-15April_2021","St Crispin",264,2021,0.108388695041801,"Ahya_264"
"StCrispin-15April","StCrispin-15April_265_2021","StCrispin-15April_2021","St Crispin",265,2021,0.113298312864903,"Ahya_265"
"StCrispin-15April","StCrispin-15April_266_2021","StCrispin-15April_2021","St Crispin",266,2021,0.139061894034296,"Ahya_266"
"StCrispin-15April","StCrispin-15April_267_2021","StCrispin-15April_2021","St Crispin",267,2021,0.419141167700158,"Ahya_267"
"StCrispin-15April","StCrispin-15April_257_2021","StCrispin-15April_2021","St Crispin",257,2021,0.320219298266788,"Ahya_257"
"Fitzroy","Fitzroy_361_2021","Fitzroy_2021","Fitzroy Island",361,2021,0.12299768047128,"Ahya_361"
"Fitzroy","Fitzroy_362_2021","Fitzroy_2021","Fitzroy Island",362,2021,0.0621056971419642,"Ahya_362"
"Fitzroy","Fitzroy_363_2021","Fitzroy_2021","Fitzroy Island",363,2021,0.0639949762249479,"Ahya_363"
"Fitzroy","Fitzroy_364_2021","Fitzroy_2021","Fitzroy Island",364,2021,0.104112516546999,"Ahya_364"
"Fitzroy","Fitzroy_365_2021","Fitzroy_2021","Fitzroy Island",365,2021,0.0885734715874151,"Ahya_365"
"Fitzroy","Fitzroy_366_2021","Fitzroy_2021","Fitzroy Island",366,2021,0.0875080766754898,"Ahya_366"
"Fitzroy","Fitzroy_367_2021","Fitzroy_2021","Fitzroy Island",367,2021,0.0159239295666762,"Ahya_367"
"Fitzroy","Fitzroy_368_2021","Fitzroy_2021","Fitzroy Island",368,2021,0,"Ahya_368"
"Fitzroy","Fitzroy_369_2021","Fitzroy_2021","Fitzroy Island",369,2021,0,"Ahya_369"
